"Main ID","Incident ID",Region,"Incident Date",Year,"Reported Month","Number Dead","Minimum Estimated Number of Missing","Total Number of Dead and Missing","Number of Survivors","Number of Females","Number of Males","Number of Children","Cause of Death","Location of death","Information Source",Coordinates,"Migrantion route",URL,"UNSD Geographical Grouping","Source Quality"
2022.MMP00147,2022.MMP00147,Europe,"Sat, 03/05/2022 - 12:00",2022,March,1,,1,,1,,,"Sickness / lack of access to adequate healthcare","Died on the way to hopsital 62 km from Petea-Csengersima border crossing, Aranyosapáti, Hungary","Daily News Hungary, PresaSM","48.20851062, 22.257105","Ukraine to Europe","https://archive.ph/62MlB, https://archive.ph/cvhxe","Eastern Europe",3
2022.MMP00148,2022.MMP00148,"North America","Sat, 02/26/2022 - 12:00",2022,February,1,,1,,1,,,"Harsh environmental conditions / lack of adequate shelter, food, water","Ranch located west of Falfurrias on U.S. Highway 285, Brooks County Texas, USA",Breitbart,"27.26168, -98.442512","US-Mexico border crossing",https://archive.ph/EKLlp,"Northern America",1
2022.MMP00120,2022.MMP00120,"Central America","Sun, 02/27/2022 - 12:00",2022,February,1,,1,,,1,,Violence,"At the train tracks in Tierra Blanca el Viejo, Veracruz, Mexico","Diario del Istmo","18.4399756, -96.354449",,https://archive.ph/dHEoa,"Central America",1
2022.MMP00136,2022.MMP00136,"North America","Mon, 02/28/2022 - 12:00",2022,February,1,,1,,,1,,"Accidental death","At the border wall Calexico, Imperial County, California, USA","Caracol TV, Infobae, Opa Noticias, El País Vallenato","32.66474297, -115.500226","US-Mexico border crossing","https://archive.ph/ESCcX, https://archive.ph/FvN4W, https://archive.ph/uMsTE, https://archive.ph/qi5Mw","Northern America",3
2022.MMP00150,2022.MMP00150,"North America","Fri, 03/04/2022 - 12:00",2022,March,,1,1,,,,1,Drowning,"Rio Bravo, south of Eagle Pass, Texas, USA",Breitbart,"28.70943702, -100.508218","US-Mexico border crossing",https://archive.ph/Src3Q,"Northern America",1
2022.MMP0332,2022.MMP0332,"Central America","Fri, 03/04/2022 - 12:00",2022,March,1,,1,,,1,,Drowning,"Rio Bravo near International Bridge Acuña-Del Rio Texas, Ciudad Acuña, Coahuila, Mexico",Zócalo,"29.32599472, -100.9281473","US-Mexico border crossing",https://archive.ph/YLkdC,"Central America",1
2022.MMP00151,2022.MMP00151,"Central America","Sat, 03/05/2022 - 12:00",2022,March,1,,1,4,,1,,Violence,"Near Ejido la Navaja, Piedras Negras, Coahuila de Zaragoza, México","Tribuna, K911 Noticias","28.82290666, -100.612814","US-Mexico border crossing","https://archive.ph/lcJl1, https://archive.ph/HH4Ji","Central America",3
2022.MMP00149,2022.MMP00149172,"Central America","Sun, 03/06/2022 - 12:00",2022,March,1,,1,63,,1,,"Sickness / lack of access to adequate healthcare","Died in Hospital General Saltillo after being rescued from a trailer in El Libramiento, Monclova, Coahuila, Mexico","INM, La Opinion, Vanguardia MX, 100% Noticias Nicaragua","26.92092943, -101.474543",,"https://archive.ph/yj7C3, https://archive.ph/Nd6Q7, https://archive.ph/eWLhR, https://archive.ph/FCKHU","Central America",5
2022.MMP00153,2022.MMP00153,Caribbean,"Mon, 02/28/2022 - 12:00",2022,February,9,,9,,,,9,"Harsh environmental conditions / lack of adequate shelter, food, water","Caribbean Sea near Cabo Rojo, Dominican Republic","Noti Uno, Las Calientes del Sur, Al Momento","17.9265985, -71.683332",,"https://archive.ph/Q6mHp, https://archive.ph/0NSEP, https://archive.ph/bxdP7",Uncategorized,3
2022.MMP00152,2022.MMP00152,"Central America","Mon, 03/07/2022 - 12:00",2022,March,1,,1,,,1,,Drowning,"Rio Bravo near Morelos Colony, 26030, Piedras Negras, Coahuila, Mexico",Zócalo,"28.68070748, -100.507645","US-Mexico border crossing","https://archive.ph/5fSgw, https://archive.ph/Gm1v7","Central America",3
2022.MMP00149,2022.MMP00149175,"Central America","Tue, 03/08/2022 - 12:00",2022,March,1,,1,,1,,,"Sickness / lack of access to adequate healthcare","Died in Hospital General Amparo Pape de Benavides after being rescued from a trailer in El Libramiento, Monclova, Coahuila, Mexico","Vanguardia MX, El Heraldo de Saltillo, GMN Noticias","26.92092943, -101.474543",,"https://archive.ph/MFAQc, https://archive.ph/QQeSY, https://archive.ph/qafsV","Central America",5
2022.MMP00154,2022.MMP00154176,"Central America","Tue, 03/08/2022 - 12:00",2022,March,3,,3,,1,1,1,Drowning,"Darien Gap, Come Gallina Hill Guna Yala Region, Panama","SENAFRONT, Crítica Panama","8.638139062, -77.44195","Darien Gap","https://bit.ly/360vlOO, https://archive.ph/GRpMr","Central America",5
2022.MMP00156,2022.MMP00156,Mediterranean,"Sat, 03/12/2022 - 12:00",2022,March,1,20,21,6,,,,Drowning,"Off Ras Bayad, Tobruk, Libya - embarkation from Tobruk at 03:00 AM","IOM Libya, El Nashra","32.04277255, 24.026583","Central Mediterranean",https://archive.ph/Blflm,Uncategorized,4
2022.MMP00157,2022.MMP00157,Mediterranean,"Sat, 03/12/2022 - 12:00",2022,March,1,,1,,,1,,Drowning,"Remains washed ashore at Surman beach, Libya","IOM Libya","32.79560599, 12.583315","Central Mediterranean",,Uncategorized,4
2022.MMP00158,2022.MMP00158,Mediterranean,"Sun, 03/13/2022 - 12:00",2022,March,2,,2,,1,1,,Drowning,"Remains washed ashore at Marsa Della port, Az-Zawiyah, Libya","IOM Libya","32.79216133, 12.746522","Central Mediterranean",,Uncategorized,4
2022.MMP00159,2022.MMP00159,"Northern Africa","Sat, 03/12/2022 - 12:00",2022,March,5,39,44,17,3,,2,Drowning,"Off the coast of Terfaya, Morocco - embarkation from Terfaya","Helena Maleno, Alarm Phone, EFE","27.9492162, -12.91945","Western Africa / Atlantic route to the Canary Islands","https://archive.ph/AOEaD, https://archive.ph/FrReR, https://archive.vn/pLCcL",Uncategorized,4
2022.MMP00160,2022.MMP00160198,Mediterranean,"Fri, 03/04/2022 - 12:00",2022,March,,40,40,,,,,Drowning,"Unspecified location in the Mediterrenean - embarkation from Mahdia, Tunisia 4 Mar","IOM Tunisia, Alarm Phone","35.62426273, 11.260797","Central Mediterranean",https://archive.vn/lvyNp,Uncategorized,4
2022.MMP00160,2022.MMP00160199,Mediterranean,"Fri, 03/04/2022 - 12:00",2022,March,,20,20,,,,,Drowning,"Unspecified location in the Mediterrenean - embarkation from Mahdia, Tunisia 4 Mar","IOM Tunisia, Alarm Phone","35.62426273, 11.260797","Central Mediterranean",https://archive.vn/lvyNp,Uncategorized,4
2022.MMP00161,2022.MMP00161,Mediterranean,"Sun, 03/13/2022 - 12:00",2022,March,,24,24,,,,,Drowning,"Unspecified location in the Mediterrenean - embarkation from Sfax, Tunisia around 11 Mar","IOM Tunisia, Alarm Phone","35.01820398, 11.491153","Central Mediterranean","https://archive.vn/lD2A2, https://archive.vn/lvyNp",Uncategorized,4
2022.MMP00154,2022.MMP00154202,"Central America","Tue, 03/08/2022 - 12:00",2022,March,1,,1,,1,,,"Sickness / lack of access to adequate healthcare","Darien Gap, Come Gallina Hill Guna Yala Region, Panama","SENAFRONT, El Nacional Venezuela, La Patilla","8.638139062, -77.44195","Darien Gap","https://bit.ly/360vlOO, https://archive.ph/WorTf, https://archive.ph/m4rji","Central America",5
2022.MMP00162,2022.MMP00162,"Central America","Wed, 03/09/2022 - 12:00",2022,March,1,1,2,1,1,,1,Drowning,"Rio Bravo at the Braulio Fernandez Park, Ciudad Acuña, Coahuila, Mexico","Instituto Nacional de Migración, Noticias Telemundo, Zócalo, Vanguardia MX, La Razón de México","29.30968361, -100.900577","US-Mexico border crossing","https://archive.ph/s1MSx, https://archive.ph/5PTN0, https://archive.ph/6SyOH, https://archive.ph/8XSP5","Central America",5
2022.MMP00164,2022.MMP00164,"South America","Tue, 03/15/2022 - 12:00",2022,March,1,,1,,,1,,Violence,"Trocha Los Mangos, Villa del Rosario, Norte de Santander, Colombia","La Opinión","7.817659786, -72.451684",,https://archive.ph/4T9Gs,"South America",1
2022.MMP0299,2022.MMP0299,"Central America","Wed, 03/09/2022 - 12:00",2022,March,1,,1,,1,,,Drowning,"Rio Bravo near International Bridge II, Piedras Negras,Coahuila, Mexico","Radio La Primerisima Nicaragua,Informacion Puntual Nicaragua.","28.69723936, -100.51094","US-Mexico border crossing","https://archive.ph/gXhUD, https://archive.ph/7qQ0L","Central America",3
2022.MMP00167,2022.MMP00167,Europe,"Fri, 03/18/2022 - 12:00",2022,March,1,,1,,,1,,"Mixed or unknown","At Lojane, municipality of Lipkovo, North Macedonia","Soloboden Pecat via IOM North Macedonia","42.23233157, 21.66436181","Western Balkans",https://archive.ph/vbXXD,"Southern Europe",1
2022.MMP00168,2022.MMP00168,Europe,"Sun, 03/13/2022 - 12:00",2022,March,1,,1,21,1,,,"Vehicle accident / death linked to hazardous transport","A14 highway near Forli’ town, Emilia-Romagna region, Italy","AP, The Guardian, The Independent, Euronews","44.36449128, 11.7827807","Ukraine to Europe","https://archive.vn/4BaXH, https://archive.ph/GpWXV, https://archive.ph/vFRdh, https://archive.ph/xce8p","Southern Europe",3
2022.MMP00169,2022.MMP00169,"South-eastern Asia","Wed, 03/16/2022 - 12:00",2022,March,6,,6,12,3,2,1,"Vehicle accident / death linked to hazardous transport","Moo9, Ban Nong Numkhao, Khlongwarn subdistrict, Muang district, Prachuap Khiri Khan province, Thailand","Siamrath, Matichon Online, Thai PBS World","11.75447896, 99.734023",,"https://archive.vn/8E5ZX, https://archive.vn/BI8vK, https://archive.vn/0jNUp","South-eastern Asia",3
2022.MMP00170,2022.MMP00170,"Western Asia","Wed, 03/16/2022 - 12:00",2022,March,2,,2,,,1,,Violence,"Turkish-Syrian border in Darbasiyah town, Hasakah province, Syrian Arab Republic","The New Arab, bianet.org","36.80255851, 39.951345","Syria to Turkey","https://archive.vn/E6GXF, https://archive.ph/ligrB","Western Asia",3
2022.MMP00171,2022.MMP00171,Mediterranean,"Tue, 03/22/2022 - 12:00",2022,March,5,3,8,,,8,,Drowning,"Unspecified location in the Mediterranean - embarkation from Ghazaouet, Algeria on 11 Mar","Héroes del Mar","35.10469893, -1.878868","Western Mediterranean","https://archive.vn/N2gCX, https://www.facebook.com/algerieaujourdhuidz/photos/a.273401613330646/932728730731261/",Uncategorized,4
2022.MMP00172,2022.MMP00172,"Southern Asia","Thu, 01/20/2022 - 12:00",2022,January,1,,1,,1,,,"Sickness / lack of access to adequate healthcare","Unspecified location in Tehran, Iran","IOM Afghanistan","35.6094831, 51.51405391","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00173,2022.MMP00173,"Southern Asia","Thu, 01/20/2022 - 12:00",2022,January,1,,1,,,1,,"Sickness / lack of access to adequate healthcare","Unspecified location in Tehran, Iran","IOM Afghanistan","35.6094831, 51.51405391","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00174,2022.MMP00174,"Southern Asia","Sun, 01/23/2022 - 12:00",2022,January,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unspecified location in Tehran, Iran","IOM Afghanistan","35.6094831, 51.51405391","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00175,2022.MMP00175,"Southern Asia","Sun, 01/23/2022 - 12:00",2022,January,1,,1,,1,,,"Sickness / lack of access to adequate healthcare","Unspecified location in Shiraz city, Fars province, Iran","IOM Afghanistan","29.63566487, 52.55016962","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00176,2022.MMP00176,"Southern Asia","Sun, 01/23/2022 - 12:00",2022,January,1,,1,,,1,,"Sickness / lack of access to adequate healthcare","Unspecified location in Tehran, Iran","IOM Afghanistan","35.6094831, 51.51405391","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00177,2022.MMP00177,"Southern Asia","Mon, 01/24/2022 - 12:00",2022,January,1,,1,,,1,,"Accidental death","Unspecified location in Tehran, Iran","IOM Afghanistan","35.6094831, 51.51405391","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00178,2022.MMP00178,"Southern Asia","Mon, 01/24/2022 - 12:00",2022,January,1,,1,,1,,,Violence,"Unspecified location in Mashad city, Razavi Khorasan province, Iran","IOM Afghanistan","36.30860757, 59.56640007","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00179,2022.MMP00179,"Southern Asia","Mon, 01/24/2022 - 12:00",2022,January,1,,1,,,1,,"Sickness / lack of access to adequate healthcare","Unspecified location in Tehran, Iran","IOM Afghanistan","35.6094831, 51.51405391","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00180,2022.MMP00180,"Southern Asia","Wed, 01/26/2022 - 12:00",2022,January,1,,1,,,,1,"Vehicle accident / death linked to hazardous transport","Unspecified location in Tehran, Iran","IOM Afghanistan","35.6094831, 51.51405391","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00181,2022.MMP00181,"Southern Asia","Sat, 01/29/2022 - 12:00",2022,January,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unspecified location in Mazandaran province, Iran","IOM Afghanistan","36.2596928, 51.96227584","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00182,2022.MMP00182,"Southern Asia","Sat, 01/29/2022 - 12:00",2022,January,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unspecified location in Tabriz city, East Azerbaijan Province, Iran","IOM Afghanistan","38.07379905, 46.28684794","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00183,2022.MMP00183,"Southern Asia","Sat, 01/29/2022 - 12:00",2022,January,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unspecified location in Tabriz city, East Azerbaijan Province, Iran","IOM Afghanistan","38.07379905, 46.28684794","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00184,2022.MMP00184,"Southern Asia","Sun, 01/30/2022 - 12:00",2022,January,1,,1,,1,,,"Sickness / lack of access to adequate healthcare","Unspecified location in Tehran, Iran","IOM Afghanistan","35.6094831, 51.51405391","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00185,2022.MMP00185,"Southern Asia","Sun, 01/30/2022 - 12:00",2022,January,1,,1,,1,,,"Sickness / lack of access to adequate healthcare","Unspecified location in Tehran, Iran","IOM Afghanistan","35.6094831, 51.51405391","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00186,2022.MMP00186,"Southern Asia","Wed, 02/02/2022 - 12:00",2022,February,1,,1,,,1,,"Accidental death","Unspecified location in Tehran, Iran","IOM Afghanistan","35.6094831, 51.51405391","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00187,2022.MMP00187,"Southern Asia","Wed, 02/02/2022 - 12:00",2022,February,1,,1,,,1,,"Sickness / lack of access to adequate healthcare","Unspecified location in Tehran, Iran","IOM Afghanistan","35.6094831, 51.51405391","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00188,2022.MMP00188,"Southern Asia","Wed, 02/02/2022 - 12:00",2022,February,1,,1,,,1,,"Sickness / lack of access to adequate healthcare","Unspecified location in Tehran, Iran","IOM Afghanistan","35.6094831, 51.51405391","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00189,2022.MMP00189,"Southern Asia","Thu, 02/03/2022 - 12:00",2022,February,1,,1,,,1,,"Sickness / lack of access to adequate healthcare","Unspecified location in Tehran, Iran","IOM Afghanistan","35.6094831, 51.51405391","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00190,2022.MMP00190,"Southern Asia","Thu, 02/03/2022 - 12:00",2022,February,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unspecified location in Tehran, Iran","IOM Afghanistan","35.6094831, 51.51405391","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00191,2022.MMP00191,"Southern Asia","Sat, 02/05/2022 - 12:00",2022,February,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unspecified loaction in Alborz province, Iran","IOM Afghanistan","35.91530545, 50.73797985","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00192,2022.MMP00192,"Southern Asia","Sat, 02/05/2022 - 12:00",2022,February,1,,1,,,1,,"Accidental death","Unspecified location in Tehran, Iran","IOM Afghanistan","35.6094831, 51.51405391","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00193,2022.MMP00193,"Southern Asia","Sun, 02/06/2022 - 12:00",2022,February,1,,1,,,1,,"Accidental death","Unspecified location in Tehran, Iran","IOM Afghanistan","35.6094831, 51.51405391","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00194,2022.MMP00194,"Southern Asia","Mon, 02/07/2022 - 12:00",2022,February,1,,1,,1,,,"Sickness / lack of access to adequate healthcare","Unspecified location in South Khorasan province, Iran","IOM Afghanistan","32.99688134, 57.96974133","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00195,2022.MMP00195,"Southern Asia","Mon, 02/07/2022 - 12:00",2022,February,1,,1,,,1,,"Accidental death","Unspecified location in Karaj city, Alborz Province, Iran","IOM Afghanistan","35.83268259, 50.95694725","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00196,2022.MMP00196,"Southern Asia","Tue, 02/08/2022 - 12:00",2022,February,1,,1,,,1,,"Accidental death","Unspecified location in Tehran, Iran","IOM Afghanistan","35.6094831, 51.51405391","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00197,2022.MMP00197,"Southern Asia","Thu, 02/10/2022 - 12:00",2022,February,1,,1,,,1,,"Sickness / lack of access to adequate healthcare","Unspecified location in Tehran, Iran","IOM Afghanistan","35.6094831, 51.51405391","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00198,2022.MMP00198,"Southern Asia","Thu, 02/10/2022 - 12:00",2022,February,1,,1,,,1,,"Accidental death","Unspecified location in Tehran, Iran","IOM Afghanistan","35.6094831, 51.51405391","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00199,2022.MMP00199,"Southern Asia","Thu, 02/10/2022 - 12:00",2022,February,1,,1,,,1,,"Sickness / lack of access to adequate healthcare","Unspecified location in Tehran, Iran","IOM Afghanistan","35.6094831, 51.51405391","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00200,2022.MMP00200,"Southern Asia","Thu, 02/10/2022 - 12:00",2022,February,1,,1,,,,1,"Vehicle accident / death linked to hazardous transport","Unspecified location in Tehran, Iran","IOM Afghanistan","35.6094831, 51.51405391","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00201,2022.MMP00201,"Southern Asia","Thu, 02/10/2022 - 12:00",2022,February,1,,1,,,,1,"Vehicle accident / death linked to hazardous transport","Unspecified location in Tehran, Iran","IOM Afghanistan","35.6094831, 51.51405391","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00202,2022.MMP00202,"Southern Asia","Sat, 02/12/2022 - 12:00",2022,February,1,,1,,,1,,"Accidental death","Unspecified location in Mazandaran province, Iran","IOM Afghanistan","36.2596928, 51.96227584","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00203,2022.MMP00203,"Southern Asia","Sat, 02/12/2022 - 12:00",2022,February,1,,1,,,1,,"Sickness / lack of access to adequate healthcare","Unspecified location in Tehran, Iran","IOM Afghanistan","35.6094831, 51.51405391","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00204,2022.MMP00204,"Southern Asia","Sun, 02/13/2022 - 12:00",2022,February,1,,1,,,1,,"Mixed or unknown","Unspecified location in Tehran, Iran","IOM Afghanistan","35.6094831, 51.51405391","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00205,2022.MMP00205,"Southern Asia","Sun, 02/13/2022 - 12:00",2022,February,1,,1,,,1,,"Sickness / lack of access to adequate healthcare","Unspecified location in Tehran, Iran","IOM Afghanistan","35.6094831, 51.51405391","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00206,2022.MMP00206,"Southern Asia","Mon, 02/14/2022 - 12:00",2022,February,1,,1,,,1,,"Sickness / lack of access to adequate healthcare","Unspecified location in Tehran, Iran","IOM Afghanistan","35.6094831, 51.51405391","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00207,2022.MMP00207,"Southern Asia","Mon, 02/14/2022 - 12:00",2022,February,1,,1,,1,,,"Sickness / lack of access to adequate healthcare","Unspecified location in Tehran, Iran","IOM Afghanistan","35.6094831, 51.51405391","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00208,2022.MMP00208,"Southern Asia","Wed, 02/16/2022 - 12:00",2022,February,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unspecified location in Tehran, Iran","IOM Afghanistan","35.6094831, 51.51405391","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00209,2022.MMP00209,"Southern Asia","Thu, 02/17/2022 - 12:00",2022,February,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unspecified location in Tehran, Iran","IOM Afghanistan","35.6094831, 51.51405391","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00210,2022.MMP00210,"Southern Asia","Thu, 02/17/2022 - 12:00",2022,February,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unspecified location in Tehran, Iran","IOM Afghanistan","35.6094831, 51.51405391","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00211,2022.MMP00211,"Southern Asia","Sun, 02/20/2022 - 12:00",2022,February,1,,1,,,1,,"Sickness / lack of access to adequate healthcare","Unspecified location in Tehran, Iran","IOM Afghanistan","35.6094831, 51.51405391","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00212,2022.MMP00212,"Southern Asia","Mon, 02/21/2022 - 12:00",2022,February,1,,1,,,,1,"Accidental death","Unspecified location in Tehran, Iran","IOM Afghanistan","35.6094831, 51.51405391","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00213,2022.MMP00213,"Southern Asia","Mon, 02/21/2022 - 12:00",2022,February,1,,1,,,1,,"Sickness / lack of access to adequate healthcare","Unspecified location in Tehran, Iran","IOM Afghanistan","35.6094831, 51.51405391","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00214,2022.MMP00214,"Southern Asia","Tue, 02/22/2022 - 12:00",2022,February,1,,1,,,1,,"Mixed or unknown","Unspecified location in Esfahan province, Iran","IOM Afghanistan","32.68681223, 51.99131582","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00215,2022.MMP00215,"Southern Asia","Wed, 02/23/2022 - 12:00",2022,February,1,,1,,,1,,"Accidental death","Unspecified location in Tehran, Iran","IOM Afghanistan","35.6094831, 51.51405391","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00216,2022.MMP00216,"Southern Asia","Wed, 02/23/2022 - 12:00",2022,February,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unspecified location in Tehran, Iran","IOM Afghanistan","35.6094831, 51.51405391","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00217,2022.MMP00217,"Southern Asia","Wed, 02/23/2022 - 12:00",2022,February,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unspecified location in Tehran, Iran","IOM Afghanistan","35.6094831, 51.51405391","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00218,2022.MMP00218,"Southern Asia","Wed, 02/23/2022 - 12:00",2022,February,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unspecified location in Tehran, Iran","IOM Afghanistan","35.6094831, 51.51405391","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00219,2022.MMP00219,"Southern Asia","Wed, 02/23/2022 - 12:00",2022,February,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unspecified location in Tehran, Iran","IOM Afghanistan","35.6094831, 51.51405391","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00220,2022.MMP00220,"Southern Asia","Sat, 01/01/2022 - 12:00",2022,January,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unspecified location in Jiroft district, Kerman province, Iran","IOM Afghanistan","28.95046741, 57.57054","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00221,2022.MMP00221,"Southern Asia","Sat, 01/01/2022 - 12:00",2022,January,1,,1,,,1,,"Sickness / lack of access to adequate healthcare","Unspecified location in Bushehr province, Iran","IOM Afghanistan","28.91397523, 50.927101","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00222,2022.MMP00222,"Southern Asia","Mon, 01/03/2022 - 12:00",2022,January,1,,1,,,1,,"Sickness / lack of access to adequate healthcare","Unidentified location in Shahr-e Babak County, Kerman Province, Iran","IOM Afghanistan","30.10558043, 55.175261","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00223,2022.MMP00223,"Southern Asia","Mon, 01/03/2022 - 12:00",2022,January,1,,1,,,1,,Violence,"Unspecified location in Kerman province, Iran","IOM Afghanistan","29.85315945, 57.414016","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00224,2022.MMP00224,"Southern Asia","Tue, 01/04/2022 - 12:00",2022,January,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unspecified location on khash highways, Sistan & Baluchestan province, Iran","IOM Afghanistan","27.44186775, 62.278278","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00225,2022.MMP00225,"Southern Asia","Tue, 01/04/2022 - 12:00",2022,January,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unspecified location on khash highways, Sistan & Baluchestan province, Iran","IOM Afghanistan","27.44186775, 62.278278","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00226,2022.MMP00226,"Southern Asia","Tue, 01/04/2022 - 12:00",2022,January,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unspecified location on khash highways, Sistan & Baluchestan province, Iran","IOM Afghanistan","27.44186775, 62.278278","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00227,2022.MMP00227,"Southern Asia","Tue, 01/04/2022 - 12:00",2022,January,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unspecified location on khash highways, Sistan & Baluchestan province, Iran","IOM Afghanistan","27.44186775, 62.278278","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00228,2022.MMP00228,"Southern Asia","Tue, 01/04/2022 - 12:00",2022,January,1,,1,,,,1,"Vehicle accident / death linked to hazardous transport","Unspecified location on khash highways, Sistan & Baluchestan province, Iran","IOM Afghanistan","27.44186775, 62.278278","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00229,2022.MMP00229,"Southern Asia","Tue, 01/04/2022 - 12:00",2022,January,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unspecified location on khash highways, Sistan & Baluchestan province, Iran","IOM Afghanistan","27.44186775, 62.278278","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00230,2022.MMP00230,"Southern Asia","Tue, 01/04/2022 - 12:00",2022,January,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unspecified location on khash highways, Sistan & Baluchestan province, Iran","IOM Afghanistan","27.44186775, 62.278278","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00231,2022.MMP00231,"Southern Asia","Tue, 01/04/2022 - 12:00",2022,January,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unspecified location on khash highways, Sistan & Baluchestan province, Iran","IOM Afghanistan","27.44186775, 62.278278","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00232,2022.MMP00232,"Southern Asia","Wed, 01/05/2022 - 12:00",2022,January,1,,1,,,,1,"Vehicle accident / death linked to hazardous transport","Unspecified location in Sirjan County, Kerman Province, Iran","IOM Afghanistan","29.424292, 55.718003","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00233,2022.MMP00233,"Southern Asia","Wed, 01/05/2022 - 12:00",2022,January,1,,1,,,1,,"Accidental death","Unspecified location in Shiraz district, Fars province, Iran","IOM Afghanistan","29.63186286, 52.512362","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00234,2022.MMP00234,"Southern Asia","Wed, 01/05/2022 - 12:00",2022,January,1,,1,,,1,,"Accidental death","Unspecified location in Yazd province, Iran","IOM Afghanistan","31.96625955, 54.758785","Afghanistan to Iran",,"Southern Asia",4
